GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|GOVEMPFUNCT|GOVEMPFUNCT_TTL|EMPFT|EMPFT_F|PAYANNFT|PAYANNFT_F|EMPPT|EMPPT_F|PAYANNPT|PAYANNPT_F|HRSPT|HRSPT_F|EMPFTE|EMPFTE_F|EMP|EMP_F|PAYANN|PAYANN_F
02|44|0400000US44|Rhode Island||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|44|0400000US44|Rhode Island||2016|1460|Transit|790||4181723||0||0||0||790||790||4181723|
02|44|0400000US44|Rhode Island||2016|1480|Education Total|4853||27351138||6761||5782415||204408||6135||11614||33133553|
02|44|0400000US44|Rhode Island||2016|1481|Education - Elementary and Secondary Total|376||2124003||99||119965||5529||415||475||2243968|
02|44|0400000US44|Rhode Island||2016|14811|Education - Elementary and Secondary Instructional|315||1895070||42||74083||1621||326||357||1969153|
02|44|0400000US44|Rhode Island||2016|14812|Education - Elementary and Secondary Other|61||228933||57||45882||3908||89||118||274815|
02|44|0400000US44|Rhode Island||2016|1482|Education - Higher Education Total|4016||22232688||6649||5626917||197807||5252||10665||27859605|
02|44|0400000US44|Rhode Island||2016|14821|Education - Higher Education Instructional|1416||9121205||2358||3804676||74762||1881||3774||12925881|
02|44|0400000US44|Rhode Island||2016|14822|Education - Higher Education Other|2600||13111483||4291||1822241||123045||3371||6891||14933724|
02|44|0400000US44|Rhode Island||2016|1483|Education - Other|461||2994447||13||35533||1072||468||474||3029980|
02|44|0400000US44|Rhode Island||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|44|0400000US44|Rhode Island||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|44|0400000US44|Rhode Island||2016|1580|All other and unallocable|1646||10526828||35||74512||2655||1663||1681||10601340|
02|45|0400000US45|South Carolina||2016|1000|Total - All Government Employment Functions|71611||303985555||21472||24271616||1396375||79917||93083||328257171|
02|45|0400000US45|South Carolina||2016|1020|Financial Administration|3182||11918360||187||378677||23555||3322||3369||12297037|
02|45|0400000US45|South Carolina||2016|1040|Other Government Administration|568||2418118||484||311681||22708||704||1052||2729799|
02|45|0400000US45|South Carolina||2016|1060|Judicial and Legal|876||4491190||15||23958||1240||884||891||4515148|
02|45|0400000US45|South Carolina||2016|1100|Police Protection Total|2059||8090080||39||81232||3956||2083||2098||8171312|
02|45|0400000US45|South Carolina||2016|1101|Police Protection - Persons with Power of Arrest|1391||5873420||10||22008||904||1396||1401||5895428|
02|45|0400000US45|South Carolina||2016|1102|Police Protection - Other|668||2216660||29||59224||3052||687||697||2275884|
02|45|0400000US45|South Carolina||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1140|Corrections|7556||22516646||69||185444||6550||7596||7625||22702090|
02|45|0400000US45|South Carolina||2016|1160|Highways|4534||15742756||2||3676||238||4535||4536||15746432|
02|45|0400000US45|South Carolina||2016|1180|Air Transportation|12||67992||0||0||0||12||12||67992|
02|45|0400000US45|South Carolina||2016|1200|Water Transport and Terminals|506||3338007||2||5297||166||507||508||3343304|
02|45|0400000US45|South Carolina||2016|1220|Public Welfare|5374||16268490||23||44053||1859||5385||5397||16312543|
02|45|0400000US45|South Carolina||2016|1240|Health|5076||18518427||295||770952||31220||5262||5371||19289379|
02|45|0400000US45|South Carolina||2016|1260|Hospitals|6666||21449399||327||1330709||40460||6900||6993||22780108|
02|45|0400000US45|South Carolina||2016|1280|Social Insurance Administration|1044||3566724||32||59120||3466||1065||1076||3625844|
02|45|0400000US45|South Carolina||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1340|Parks and Recreation|789||1796656||82||75772||6736||830||871||1872428|
02|45|0400000US45|South Carolina||2016|1360|Housing and Community Development|132||586450||1||490||14||132||133||586940|
02|45|0400000US45|South Carolina||2016|1380|Natural Resources|2139||7284752||312||227996||30162||2322||2451||7512748|
02|45|0400000US45|South Carolina||2016|1400|Water Supply|13||92495||0||0||0||13||13||92495|
02|45|0400000US45|South Carolina||2016|1420|Electric Power|1779||12517089||4||12752||421||1781||1783||12529841|
02|45|0400000US45|South Carolina||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1480|Education Total|27665||146917758||19528||20635563||1217370||34905||47193||167553321|
02|45|0400000US45|South Carolina||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1482|Education - Higher Education Total|24660||135325074||19238||20189313||1194748||31764||43898||155514387|
02|45|0400000US45|South Carolina||2016|14821|Education - Higher Education Instructional|8853||64034240||7620||9818977||425945||11386||16473||73853217|
02|45|0400000US45|South Carolina||2016|14822|Education - Higher Education Other|15807||71290834||11618||10370336||768803||20378||27425||81661170|
02|45|0400000US45|South Carolina||2016|1483|Education - Other|3005||11592684||290||446250||22622||3141||3295||12038934|
02|45|0400000US45|South Carolina||2016|1500|Libraries|38||152050||0||0||0||38||38||152050|
02|45|0400000US45|South Carolina||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|45|0400000US45|South Carolina||2016|1580|All other and unallocable|1603||6252116||70||124244||6254||1641||1673||6376360|
02|46|0400000US46|South Dakota||2016|1000|Total - All Government Employment Functions|12380||56836475||6326||5707394||304678||14106||18706||62543869|
02|46|0400000US46|South Dakota||2016|1020|Financial Administration|451||2374646||15||30632||1487||460||466||2405278|
02|46|0400000US46|South Dakota||2016|1040|Other Government Administration|352||1612663||76||75183||4853||381||428||1687846|
02|46|0400000US46|South Dakota||2016|1060|Judicial and Legal|607||3165180||88||148218||8707||656||695||3313398|
02|46|0400000US46|South Dakota||2016|1100|Police Protection Total|343||1521076||13||29996||1248||350||356||1551072|
02|46|0400000US46|South Dakota||2016|1101|Police Protection - Persons with Power of Arrest|227||1126960||0||0||0||227||227||1126960|
02|46|0400000US46|South Dakota||2016|1102|Police Protection - Other|116||394116||13||29996||1248||123||129||424112|
02|46|0400000US46|South Dakota||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1140|Corrections|768||3014781||31||33518||2321||781||799||3048299|
02|46|0400000US46|South Dakota||2016|1160|Highways|955||4342208||48||50570||3135||973||1003||4392778|
02|46|0400000US46|South Dakota||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1220|Public Welfare|1628||6629421||151||303218||16195||1720||1779||6932639|
02|46|0400000US46|South Dakota||2016|1240|Health|517||2614990||153||514056||20411||633||670||3129046|
02|46|0400000US46|South Dakota||2016|1260|Hospitals|329||1201155||44||65330||4212||353||373||1266485|
02|46|0400000US46|South Dakota||2016|1280|Social Insurance Administration|217||792670||3||4887||317||219||220||797557|
02|46|0400000US46|South Dakota||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1340|Parks and Recreation|125||485912||27||32791||2839||141||152||518703|
02|46|0400000US46|South Dakota||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1380|Natural Resources|771||3274294||524||516445||30889||945||1295||3790739|
02|46|0400000US46|South Dakota||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1480|Education Total|4569||22206324||5117||3842923||204479||5725||9686||26049247|
02|46|0400000US46|South Dakota||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1482|Education - Higher Education Total|4183||20547962||5088||3801759||201827||5324||9271||24349721|
02|46|0400000US46|South Dakota||2016|14821|Education - Higher Education Instructional|1544||10021947||1517||2252086||83430||2016||3061||12274033|
02|46|0400000US46|South Dakota||2016|14822|Education - Higher Education Other|2639||10526015||3571||1549673||118397||3308||6210||12075688|
02|46|0400000US46|South Dakota||2016|1483|Education - Other|386||1658362||29||41164||2652||401||415||1699526|
02|46|0400000US46|South Dakota||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|46|0400000US46|South Dakota||2016|1580|All other and unallocable|748||3601155||36||59627||3585||769||784||3660782|
02|47|0400000US47|Tennessee||2016|1000|Total - All Government Employment Functions|69961||305275729||26479||24903745||1467595||78599||96440||330179474|
02|47|0400000US47|Tennessee||2016|1020|Financial Administration|3312||15355228||68||76496||4853||3340||3380||15431724|
02|47|0400000US47|Tennessee||2016|1040|Other Government Administration|753||3392763||24||15573||655||757||777||3408336|
02|47|0400000US47|Tennessee||2016|1060|Judicial and Legal|2518||14400770||35||42984||1522||2527||2553||14443754|
02|47|0400000US47|Tennessee||2016|1100|Police Protection Total|1776||8567480||7||10312||696||1780||1783||8577792|
02|47|0400000US47|Tennessee||2016|1101|Police Protection - Persons with Power of Arrest|1364||7088840||6||7018||570||1367||1370||7095858|
02|47|0400000US47|Tennessee||2016|1102|Police Protection - Other|412||1478640||1||3294||126||413||413||1481934|
02|47|0400000US47|Tennessee||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1140|Corrections|6918||21568020||15||24626||1526||6927||6933||21592646|
02|47|0400000US47|Tennessee||2016|1160|Highways|3235||12971942||0||0||0||3235||3235||12971942|
02|47|0400000US47|Tennessee||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1220|Public Welfare|7359||26877758||6||8758||574||7362||7365||26886516|
02|47|0400000US47|Tennessee||2016|1240|Health|4164||18723065||182||373050||14939||4251||4346||19096115|
02|47|0400000US47|Tennessee||2016|1260|Hospitals|3518||13482837||84||353715||11262||3582||3602||13836552|
02|47|0400000US47|Tennessee||2016|1280|Social Insurance Administration|1049||3889784||60||84732||5372||1081||1109||3974516|
02|47|0400000US47|Tennessee||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1340|Parks and Recreation|922||2507090||222||169120||17082||1025||1144||2676210|
02|47|0400000US47|Tennessee||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1380|Natural Resources|3414||14912518||540||763028||51712||3713||3954||15675546|
02|47|0400000US47|Tennessee||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1480|Education Total|28487||138317961||25062||22794929||1347621||36425||53549||161112890|
02|47|0400000US47|Tennessee||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1482|Education - Higher Education Total|26587||130721835||24866||22551858||1337079||34462||51453||153273693|
02|47|0400000US47|Tennessee||2016|14821|Education - Higher Education Instructional|9169||60772418||9818||12029493||596916||12715||18987||72801911|
02|47|0400000US47|Tennessee||2016|14822|Education - Higher Education Other|17418||69949417||15048||10522365||740163||21747||32466||80471782|
02|47|0400000US47|Tennessee||2016|1483|Education - Other|1900||7596126||196||243071||10542||1963||2096||7839197|
02|47|0400000US47|Tennessee||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|47|0400000US47|Tennessee||2016|1580|All other and unallocable|2536||10308513||174||186422||9781||2594||2710||10494935|
02|48|0400000US48|Texas||2016|1000|Total - All Government Employment Functions|274945||1414733306||90324||132677067||6179872||309862||365269||1547410373|
02|48|0400000US48|Texas||2016|1020|Financial Administration|7574||38612149||344||476753||30869||7749||7918||39088902|
02|48|0400000US48|Texas||2016|1040|Other Government Administration|1953||9981998||371||408410||24957||2095||2324||10390408|
02|48|0400000US48|Texas||2016|1060|Judicial and Legal|5569||31519994||240||1265022||37585||5782||5809||32785016|
02|48|0400000US48|Texas||2016|1100|Police Protection Total|7035||48561889||59||67550||5356||7065||7094||48629439|
02|48|0400000US48|Texas||2016|1101|Police Protection - Persons with Power of Arrest|3708||34441336||0||0||0||3708||3708||34441336|
02|48|0400000US48|Texas||2016|1102|Police Protection - Other|3327||14120553||59||67550||5356||3357||3386||14188103|
02|48|0400000US48|Texas||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1140|Corrections|40184||134975292||588||923295||51310||40474||40772||135898587|
02|48|0400000US48|Texas||2016|1160|Highways|12994||59737560||308||836446||29901||13164||13302||60574006|
02|48|0400000US48|Texas||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1220|Public Welfare|23974||83797224||53||142417||5389||24005||24027||83939641|
02|48|0400000US48|Texas||2016|1240|Health|19285||91210820||424||1336749||48748||19561||19709||92547569|
02|48|0400000US48|Texas||2016|1260|Hospitals|21425||94042980||2752||11557535||319129||23227||24177||105600515|
02|48|0400000US48|Texas||2016|1280|Social Insurance Administration|3701||14381364||29||67379||2610||3716||3730||14448743|
02|48|0400000US48|Texas||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1340|Parks and Recreation|1169||4123751||123||159017||13442||1245||1292||4282768|
02|48|0400000US48|Texas||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1380|Natural Resources|10013||46279764||2524||2814570||161199||10924||12537||49094334|
02|48|0400000US48|Texas||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1480|Education Total|112228||717221141||82068||111856167||5411636||142801||194296||829077308|
02|48|0400000US48|Texas||2016|1481|Education - Elementary and Secondary Total|16||62680||2||4544||177||17||18||67224|
02|48|0400000US48|Texas||2016|14811|Education - Elementary and Secondary Instructional|14||56617||2||4544||177||15||16||61161|
02|48|0400000US48|Texas||2016|14812|Education - Elementary and Secondary Other|2||6063||0||0||0||2||2||6063|
02|48|0400000US48|Texas||2016|1482|Education - Higher Education Total|108215||697389068||81615||110592535||5360531||138500||189830||807981603|
02|48|0400000US48|Texas||2016|14821|Education - Higher Education Instructional|28092||298021054||29271||54442325||2016791||39488||57363||352463379|
02|48|0400000US48|Texas||2016|14822|Education - Higher Education Other|80123||399368014||52344||56150210||3343740||99012||132467||455518224|
02|48|0400000US48|Texas||2016|1483|Education - Other|3997||19769393||451||1259088||50928||4284||4448||21028481|
02|48|0400000US48|Texas||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|48|0400000US48|Texas||2016|1580|All other and unallocable|7841||40287380||441||765757||37741||8054||8282||41053137|
02|49|0400000US49|Utah||2016|1000|Total - All Government Employment Functions|48902||245571447||28318||32466353||1562938||57733||77220||278037800|
02|49|0400000US49|Utah||2016|1020|Financial Administration|2359||11601771||163||297452||15168||2444||2522||11899223|
02|49|0400000US49|Utah||2016|1040|Other Government Administration|337||1848126||180||313124||19566||448||517||2161250|
02|49|0400000US49|Utah||2016|1060|Judicial and Legal|1485||7971012||133||242556||12577||1556||1618||8213568|
02|49|0400000US49|Utah||2016|1100|Police Protection Total|865||3729364||115||113498||6018||899||980||3842862|
02|49|0400000US49|Utah||2016|1101|Police Protection - Persons with Power of Arrest|477||2309985||18||22347||1430||485||495||2332332|
02|49|0400000US49|Utah||2016|1102|Police Protection - Other|388||1419379||97||91151||4588||414||485||1510530|
02|49|0400000US49|Utah||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1140|Corrections|3147||11794673||229||253581||19628||3258||3376||12048254|
02|49|0400000US49|Utah||2016|1160|Highways|1529||6942054||45||73645||5813||1562||1574||7015699|
02|49|0400000US49|Utah||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1220|Public Welfare|2358||8386280||126||269027||14009||2438||2484||8655307|
02|49|0400000US49|Utah||2016|1240|Health|1891||8300063||235||441282||18829||1997||2126||8741345|
02|49|0400000US49|Utah||2016|1260|Hospitals|9602||43243646||1353||2269470||85001||10083||10955||45513116|
02|49|0400000US49|Utah||2016|1280|Social Insurance Administration|999||3968576||27||73873||3184||1017||1026||4042449|
02|49|0400000US49|Utah||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1340|Parks and Recreation|241||859915||58||56628||4971||269||299||916543|
02|49|0400000US49|Utah||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1380|Natural Resources|1202||4994986||265||293626||19040||1309||1467||5288612|
02|49|0400000US49|Utah||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1480|Education Total|21166||124649362||24887||27291529||1302495||28525||46053||151940891|
02|49|0400000US49|Utah||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1482|Education - Higher Education Total|19558||117512536||23828||26146730||1238140||26553||43386||143659266|
02|49|0400000US49|Utah||2016|14821|Education - Higher Education Instructional|6078||57339585||8935||14995724||444808||8591||15013||72335309|
02|49|0400000US49|Utah||2016|14822|Education - Higher Education Other|13480||60172951||14893||11151006||793332||17962||28373||71323957|
02|49|0400000US49|Utah||2016|1483|Education - Other|1608||7136826||1059||1144799||64355||1972||2667||8281625|
02|49|0400000US49|Utah||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|49|0400000US49|Utah||2016|1560|State liquor stores|263||691012||307||204053||21802||386||570||895065|
02|49|0400000US49|Utah||2016|1580|All other and unallocable|1458||6590607||195||273009||14837||1542||1653||6863616|
02|50|0400000US50|Vermont||2016|1000|Total - All Government Employment Functions|13162||68493180||4002||7029345||208350||14388||17164||75522525|
02|50|0400000US50|Vermont||2016|1020|Financial Administration|611||3071930||10||8900||566||614||621||3080830|
02|50|0400000US50|Vermont||2016|1040|Other Government Administration|468||2133963||207||568443||5384||500||675||2702406|
02|50|0400000US50|Vermont||2016|1060|Judicial and Legal|674||3530620||25||19655||810||678||699||3550275|
02|50|0400000US50|Vermont||2016|1100|Police Protection Total|585||3490981||65||40971||2232||598||650||3531952|
02|50|0400000US50|Vermont||2016|1101|Police Protection - Persons with Power of Arrest|285||2055690||0||0||0||285||285||2055690|
02|50|0400000US50|Vermont||2016|1102|Police Protection - Other|300||1435291||65||40971||2232||313||365||1476262|
02|50|0400000US50|Vermont||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1140|Corrections|1079||5110175||4||3240||179||1080||1083||5113415|
02|50|0400000US50|Vermont||2016|1160|Highways|1039||4935126||2||1210||110||1040||1041||4936336|
02|50|0400000US50|Vermont||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1220|Public Welfare|1578||8086106||41||61713||1642||1588||1619||8147819|
02|50|0400000US50|Vermont||2016|1240|Health|508||2572750||30||14143||844||513||538||2586893|
02|50|0400000US50|Vermont||2016|1260|Hospitals|246||1175531||5||2533||84||246||251||1178064|
02|50|0400000US50|Vermont||2016|1280|Social Insurance Administration|260||1148749||6||3304||146||261||266||1152053|
02|50|0400000US50|Vermont||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1340|Parks and Recreation|112||522899||6||4083||241||113||118||526982|
02|50|0400000US50|Vermont||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1380|Natural Resources|601||3204640||16||16920||726||606||617||3221560|
02|50|0400000US50|Vermont||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1480|Education Total|4121||22703623||3501||6207703||191089||5246||7622||28911326|
02|50|0400000US50|Vermont||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1482|Education - Higher Education Total|3740||20759488||3492||6181346||190188||4859||7232||26940834|
02|50|0400000US50|Vermont||2016|14821|Education - Higher Education Instructional|944||8306817||1104||2313559||48533||1227||2048||10620376|
02|50|0400000US50|Vermont||2016|14822|Education - Higher Education Other|2796||12452671||2388||3867787||141655||3632||5184||16320458|
02|50|0400000US50|Vermont||2016|1483|Education - Other|381||1944135||9||26357||901||387||390||1970492|
02|50|0400000US50|Vermont||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|50|0400000US50|Vermont||2016|1560|State liquor stores|51||256665||8||1497||146||52||59||258162|
02|50|0400000US50|Vermont||2016|1580|All other and unallocable|1229||6549422||76||75030||4151||1253||1305||6624452|
02|51|0400000US51|Virginia||2016|1000|Total - All Government Employment Functions|107381||545009709||60157||73945752||3423701||126741||167538||618955461|
02|51|0400000US51|Virginia||2016|1020|Financial Administration|4149||19849225||483||803794||50748||4436||4632||20653019|
02|51|0400000US51|Virginia||2016|1040|Other Government Administration|567||3450745||585||1186197||58013||911||1152||4636942|
02|51|0400000US51|Virginia||2016|1060|Judicial and Legal|3758||19239928||337||445330||15436||3845||4095||19685258|
02|51|0400000US51|Virginia||2016|1100|Police Protection Total|3126||15509849||138||260238||12994||3199||3264||15770087|
02|51|0400000US51|Virginia||2016|1101|Police Protection - Persons with Power of Arrest|2350||12571859||12||18916||1074||2356||2362||12590775|
02|51|0400000US51|Virginia||2016|1102|Police Protection - Other|776||2937990||126||241322||11920||843||902||3179312|
02|51|0400000US51|Virginia||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1140|Corrections|13427||46741486||387||693916||39544||13651||13814||47435402|
02|51|0400000US51|Virginia||2016|1160|Highways|7325||36503698||328||701826||32262||7507||7653||37205524|
02|51|0400000US51|Virginia||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1200|Water Transport and Terminals|185||1165182||0||0||0||185||185||1165182|
02|51|0400000US51|Virginia||2016|1220|Public Welfare|2874||13404976||353||756240||34238||3067||3227||14161216|
02|51|0400000US51|Virginia||2016|1240|Health|6551||29912120||783||1859470||62807||6905||7334||31771590|
02|51|0400000US51|Virginia||2016|1260|Hospitals|11757||51691846||1565||4286885||82200||12222||13322||55978731|
02|51|0400000US51|Virginia||2016|1280|Social Insurance Administration|1085||4405864||251||527438||25764||1230||1336||4933302|
02|51|0400000US51|Virginia||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1340|Parks and Recreation|664||2691376||941||901918||75608||1090||1605||3593294|
02|51|0400000US51|Virginia||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|51|0400000US51|Virginia||2016|1380|Natural Resources|2181||11654618||620||1261464||89612||2686||2801||12916082|
02|51|0400000US51|Virginia||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
