ACSSF HI040000000001     15                                                                                                                                                       04000US15                               Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI040010000002     15                                                                                                                                U                      04001US15                               Hawaii -- Urban                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040430000003     15                                                                                                                                R                      04043US15                               Hawaii -- Rural                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040A00000004     15                                                                                                                                                       040A0US15                               Hawaii -- In metropolitan or micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040C00000005     15                                                              1                                                                                        040C0US15                               Hawaii -- In metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040C10000006     15                                                              1                                                                  Y                     040C1US15                               Hawaii -- In metropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040C20000007     15                                                              1                                                                                        040C2US15                               Hawaii -- In metropolitan statistical area -- not in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI040E00000008     15                                                              2                                                                                        040E0US15                               Hawaii -- In micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040E10000009     15                                                              2                                                                  Y                     040E1US15                               Hawaii -- In micropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040E20000010     15                                                              2                                                                                        040E2US15                               Hawaii -- In micropolitan statistical area -- not in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI040H00000011     15                                                                                                                                                       040H0US15                               Hawaii -- Not in metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF HI050000000012     15001                                                                                                                                                    05000US15001                            Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF HI050000000013     15003                                                                                                                                                    05000US15003                            Honolulu County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI050000000014     15005                                                                                                                                                    05000US15005                            Kalawao County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI050000000015     15007                                                                                                                                                    05000US15007                            Kauai County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI050000000016     15009                                                                                                                                                    05000US15009                            Maui County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ACSSF HI269000001976     15        99999            5281                                                                                                                          26900US52811599999                      Waimea Hawaiian Home Land; Hawaii (part); Waimea Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI269000001977     15        05900            5283                                                                                                                          26900US52831505900                      Discovery Harbour CDP (part); Hawaii (part); Waiohinu Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI269000001978     15        79550            5283                                                                                                                          26900US52831579550                      Waiohinu CDP (part); Hawaii (part); Waiohinu Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI269000001979     15        99999            5283                                                                                                                          26900US52831599999                      Remainder of Waiohinu Hawaiian Home Land; Hawaii (part); Waiohinu Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF HI269000001980     15        36050            5286                                                                                                                          26900US52861536050                      Keokea CDP (part); Hawaii (part); Waiohuli (Residential) Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI270000001981     15007                      5003                                                                                                                          27000US500315007                        Kauai County (part); Hawaii (part); Anahola (Agricultural) Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ACSSF HI270000001982     15007                      5004                                                                                                                          27000US500415007                        Kauai County (part); Hawaii (part); Anahola (Residential) Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF HI270000001983     15003                      5008                                                                                                                          27000US500815003                        Honolulu County (part); Hawaii (part); East Kapolei Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI270000001984     15003                      5009                                                                                                                          27000US500915003                        Honolulu County (part); Hawaii (part); Haiku Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI270000001985     15007                      5011                                                                                                                          27000US501115007                        Kauai County (part); Hawaii (part); Hanapepe Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI270000001986     15001                      5018                                                                                                                          27000US501815001                        Hawaii County (part); Hawaii (part); Homuula-Upper Piihonua Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI270000001987     15001                      5026                                                                                                                          27000US502615001                        Hawaii County (part); Hawaii (part); Honokaia Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI270000001988     15009                      5029                                                                                                                          27000US502915009                        Maui County (part); Hawaii (part); Honokowai Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI270000001989     15003                      5030                                                                                                                          27000US503015003                        Honolulu County (part); Hawaii (part); Honolulu Makai Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI270000001990     15001                      5031                                                                                                                          27000US503115001                        Hawaii County (part); Hawaii (part); Honomu Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI270000001991     15009                      5033                                                                                                                          27000US503315009                        Maui County (part); Hawaii (part); Hoolehua-Palaau Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF HI270000001992     15009                      5041                                                                                                                          27000US504115009                        Maui County (part); Hawaii (part); Kahikinui Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI270000001993     15003                      5043                                                                                                                          27000US504315003                        Honolulu County (part); Hawaii (part); Kakaina-Kumuhau Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF HI270000001994     15003                      5044                                                                                                                          27000US504415003                        Honolulu County (part); Hawaii (part); Kalaeloa Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI270000001995     15009                      5046                                                                                                                          27000US504615009                        Maui County (part); Hawaii (part); Kalamaula Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI270000001996     15005                      5051                                                                                                                          27000US505115005                        Kalawao County (part); Hawaii (part); Kalaupapa Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI270000001997     15009                      5051                                                                                                                          27000US505115009                        Maui County (part); Hawaii (part); Kalaupapa Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI270000001998     15003                      5053                                                                                                                          27000US505315003                        Honolulu County (part); Hawaii (part); Kalawahine Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF HI270000001999     15001                      5056                                                                                                                          27000US505615001                        Hawaii County (part); Hawaii (part); Kamaoa-Puueo Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF HI270000002000     15009                      5061                                                                                                                          27000US506115009                        Maui County (part); Hawaii (part); Kamiloloa-Makakupaia Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF HI270000002001     15001                      5066                                                                                                                          27000US506615001                        Hawaii County (part); Hawaii (part); Kamoku-Kapulena Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF HI270000002002     15003                      5067                                                                                                                          27000US506715003                        Honolulu County (part); Hawaii (part); Kanehili Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI270000002003     15001                      5069                                                                                                                          27000US506915001                        Hawaii County (part); Hawaii (part); Kaohe-Olaa Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI270000002004     15007                      5071                                                                                                                          27000US507115007                        Kauai County (part); Hawaii (part); Kapaa Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF HI270000002005     15009                      5076                                                                                                                          27000US507615009                        Maui County (part); Hawaii (part); Kapaakea Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI270000002006     15003                      5083                                                                                                                          27000US508315003                        Honolulu County (part); Hawaii (part); Kapolei Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF HI270000002007     15001                      5086                                                                                                                          27000US508615001                        Hawaii County (part); Hawaii (part); Kaumana Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI270000002008     15003                      5088                                                                                                                          27000US508815003                        Honolulu County (part); Hawaii (part); Kaupea Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI270000002009     15001                      5091                                                                                                                          27000US509115001                        Hawaii County (part); Hawaii (part); Kawaihae Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI270000002010     15001                      5098                                                                                                                          27000US509815001                        Hawaii County (part); Hawaii (part); Keahuolu Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI270000002011     15001                      5101                                                                                                                          27000US510115001                        Hawaii County (part); Hawaii (part); Kealakehe Hawaiian Home Land, HI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
